"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"1108486973","KY039207.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486959","KY039206.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486945","KY039205.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486931","KY039204.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486917","KY039203.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486903","KY039202.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486889","KY039201.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486875","KY039200.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486861","KY039199.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486847","KY039198.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486833","KY039197.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486819","KY039196.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486805","KY039195.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486791","KY039194.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486777","KY039193.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486763","KY039192.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486749","KY039191.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486735","KY039190.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486721","KY039189.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1108486707","KY039188.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709477","KT698055.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709421","KT698051.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709309","KT698043.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"667805845","NC_021768.2",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705247167","KM100704.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705247139","KM100702.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246999","KM100692.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246803","KM100678.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246215","KM100636.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246201","KM100635.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246145","KM100631.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246103","KM100628.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246089","KM100627.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705246075","KM100626.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"705245893","KM100613.1",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"667795619","KF006312.2",134,0,1,641,624,508,525,508,641,98,571825,"Glyphis glyphis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709435","KT698052.1",134,0,2,641,624,508,525,508,641,98,1739090,"Glyphis siamensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709589","KT698063.1",134,0,1,643,626,510,527,510,643,98,1739091,"Glyphis sp. Bangladesh","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709407","KT698050.1",134,0,1,643,626,510,527,510,643,98,1739091,"Glyphis sp. Bangladesh","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709491","KT698056.1",134,0,1,643,626,510,527,510,643,98,1739092,"Glyphis sp. Borneo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709281","KT698041.1",134,0,1,643,626,510,527,510,643,98,1739092,"Glyphis sp. Borneo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709337","KT698045.1",134,0,2,643,626,510,527,510,643,98,1739093,"Glyphis sp. Pakistan","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709253","KT698039.1",134,0,2,641,624,508,525,508,641,98,1739093,"Glyphis sp. Pakistan","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709379","KT698048.1",134,0,1,643,626,510,527,510,643,98,496092,"Lamiopsis temminckii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Lamiopsis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709365","KT698047.1",134,0,1,643,626,510,527,510,643,98,1213693,"Lamiopsis tephrodes","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Lamiopsis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1009080549","KT347599.1",134,0,1,644,627,511,528,511,644,98,884673,"Loxodon macrorhinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Loxodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2020640493","MT274573.1",134,0,1,642,625,509,526,509,642,98,7815,"Prionace glauca","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Prionace",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"545690073","KF356249.1",134,0,1,642,625,509,526,509,642,98,7815,"Prionace glauca","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Prionace",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1819289226","NC_046016.1",132,0,1,640,623,509,526,509,640,96,34770,"Rhizoprionodon acutus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Rhizoprionodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1393832750","MH248254.1",134,0,1,326,309,193,210,193,326,98,34770,"Rhizoprionodon acutus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Rhizoprionodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1788585322","MN883177.1",134,0,1,326,309,193,210,193,326,98,303945,"Rhizoprionodon terraenovae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Rhizoprionodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1788585321","MN883176.1",134,0,1,326,309,193,210,193,326,98,303945,"Rhizoprionodon terraenovae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Rhizoprionodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1788585320","MN883175.1",134,0,1,325,308,192,209,192,325,98,303945,"Rhizoprionodon terraenovae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Rhizoprionodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1788585319","MN883174.1",134,0,1,325,308,192,209,192,325,98,303945,"Rhizoprionodon terraenovae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Rhizoprionodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1679362932","NC_042504.1",132,0,1,640,623,509,526,509,640,96,210639,"Scoliodon laticaudus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Scoliodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"387763723","JQ693102.1",132,0,1,640,623,509,526,509,640,96,1053780,"Scoliodon macrorhynchos","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Scoliodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"409107907","JX827259.1",134,0,1,645,628,512,529,512,645,98,7823,"Sphyrna lewini","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"33317254","AF448021.1",134,0,1,574,557,441,458,441,574,98,7823,"Sphyrna lewini","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1192789295","KY464952.1",134,0,1,644,627,511,528,511,644,98,195334,"Sphyrna mokarran","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"33317255","AF448022.1",134,0,1,574,557,441,458,441,574,98,195334,"Sphyrna mokarran","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"723005580","KM453976.1",134,0,1,645,628,512,529,512,645,98,7824,"Sphyrna tiburo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1369112978","MF983539.1",134,0,1,645,628,512,529,512,645,98,195335,"Sphyrna zygaena","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1369112964","MF983538.1",134,0,1,645,628,512,529,512,645,98,195335,"Sphyrna zygaena","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"723456170","KM489157.1",134,0,1,645,628,512,529,512,645,98,195335,"Sphyrna zygaena","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"33317256","AF448023.1",134,0,1,575,558,442,459,442,575,98,195335,"Sphyrna zygaena","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Sphyrna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1826690230","MN943497.1",134,0,1,643,626,510,527,510,643,98,496413,"Triaenodon obesus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Triaenodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"669174685","KJ748376.1",134,0,1,641,624,508,525,508,641,98,496413,"Triaenodon obesus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Triaenodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1393832723","MH248227.1",134,0,2,326,309,193,210,193,326,98,376645,"Chaenogaleus macrostoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Hemigaleidae",NA,"Chaenogaleus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"983634700","KT003687.1",134,0,2,642,625,509,526,509,642,98,376647,"Hemigaleus microstoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Hemigaleidae",NA,"Hemigaleus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1393832724","MH248228.1",134,0,3,326,309,193,210,193,326,98,496090,"Hemipristis elongata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Hemigaleidae",NA,"Hemipristis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1102131002","KU508621.1",134,0,3,642,625,509,526,509,642,98,496090,"Hemipristis elongata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Hemigaleidae",NA,"Hemipristis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1026245059","KU721838.1",134,0,1,641,624,508,525,508,641,98,263716,"Proscyllium habereri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Proscylliidae",NA,"Proscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"554618767","AB560493.1",134,0,1,642,625,509,526,509,642,98,172663,"Pseudotriakis microdon","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Pseudotriakidae",NA,"Pseudotriakis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"300676966","GU130599.1",133,0,2,587,570,455,472,455,587,97,263692,"Apristurus longicephalus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Apristurus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2071593465","MZ424309.1",134,0,1,644,627,511,528,511,644,98,495837,"Cephaloscyllium fasciatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Cephaloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2052160810","LC635125.1",134,0,1,512,495,379,396,379,512,98,232419,"Cephaloscyllium umbratile","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Cephaloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1114444097","KX354996.1",134,0,1,643,626,510,527,510,643,98,232419,"Cephaloscyllium umbratile","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Cephaloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"983634686","KT003686.1",134,0,1,643,626,510,527,510,643,98,232419,"Cephaloscyllium umbratile","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Cephaloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC708216.1",134,0,2,515,498,382,399,382,515,98,263709,"Galeus eastmani","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2020640451","MT274570.1",134,0,2,642,625,509,526,509,642,98,77914,"Galeus melastomus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1878349324","NC_049881.1",134,0,2,642,625,509,526,509,642,98,77914,"Galeus melastomus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC708217.1",134,0,2,514,497,381,398,381,514,98,1443575,"Galeus nipponensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1078190933","KU892589.1",135,0,2,648,631,514,531,514,648,99,1214693,"Halaelurus buergeri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Halaelurus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2088232218","NC_056784.1",134,0,1,11876,11859,11743,11760,11743,11876,98,1604520,"Parmaturus melanobranchus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Parmaturus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2064684395","LC640082.1",134,0,2,512,495,379,396,379,512,98,1522375,"Parmaturus pilosus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Parmaturus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1707509966","NC_043830.1",134,0,1,641,624,508,525,508,641,98,376634,"Poroderma pantherinum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Poroderma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"3618230","Y16067.1",134,0,1,14497,14480,14364,14381,14364,14497,98,7830,"Scyliorhinus canicula","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Scyliorhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
