"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxID","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species group","parvorder","varietas"
"1594414450","AP019520.1",134,0,1,643,626,510,527,510,643,98,"75743","Scyliorhinus torazame","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Scyliorhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1078190947","KU892590.1",134,0,1,645,628,512,529,512,645,98,"376650","Eusphyra blochii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Sphyrnidae",NA,"Eusphyra",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"597439680","KJ128290.1",134,0,1,645,628,512,529,512,645,98,"376650","Eusphyra blochii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Sphyrnidae",NA,"Eusphyra",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"647734869","KJ617039.1",134,0,1,639,622,506,523,506,639,98,"376633","Hemitriakis japanica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Hemitriakis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1871282662","MT410888.1",134,0,1,641,624,508,525,508,641,98,"112232","Mustelus asterias","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1785468162","MN844120.1",134,0,1,142,125,9,26,9,142,98,"112232","Mustelus asterias","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1515576509","MH377794.1",134,0,2,326,309,193,210,193,326,98,"7812","Mustelus canis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"576597710","KF889325.1",134,0,2,640,623,507,524,507,640,98,"89020","Mustelus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2074192869","LC020833.2",134,0,1,510,493,377,394,377,510,98,"79736","Mustelus manazo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"3582409","AB015962.1",134,0,1,641,624,508,525,508,641,98,"79736","Mustelus manazo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1393832726","MH248230.1",134,0,2,326,309,193,210,193,326,98,"376659","Mustelus mosis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1509841926","NC_039629.1",134,0,2,640,623,507,524,507,640,98,"112230","Mustelus mustelus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2119031517","LC654227.1",134,0,2,510,493,377,394,377,510,98,"30494","Triakis scyllium","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Triakis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"298110845","HM147135.1",135,0,1,644,627,510,527,510,644,99,"7867","Callorhinchus callorynchus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Callorhinchidae",NA,"Callorhinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347349332","JF773765.1",135,0,1,486,469,352,369,352,486,99,"765184","Callorhinchus capensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Callorhinchidae",NA,"Callorhinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298110859","HM147136.1",135,0,1,644,627,510,527,510,644,99,"765184","Callorhinchus capensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Callorhinchidae",NA,"Callorhinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347349331","JF773764.1",135,0,1,486,469,352,369,352,486,99,"7868","Callorhinchus milii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Callorhinchidae",NA,"Callorhinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299829033","NC_014285.1",135,0,1,644,627,510,527,510,644,99,"7868","Callorhinchus milii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Callorhinchidae",NA,"Callorhinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298110887","HM147138.1",134,0,1,641,624,508,525,508,641,98,"765187","Chimaera fulva","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871282709","MT410927.1",134,0,1,643,626,510,527,510,643,98,"7871","Chimaera monstrosa","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347349330","JF773763.1",133,0,1,484,467,352,369,352,484,97,"7871","Chimaera monstrosa","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157384598","EF667482.1",134,0,1,598,581,465,482,465,598,98,"7871","Chimaera monstrosa","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16026852","AJ310140.1",133,0,1,642,625,510,527,510,642,97,"7871","Chimaera monstrosa","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OK638184.1",136,0,1,18603,18586,18468,18485,18468,18603,100,"469896","Chimaera opalescens","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157384597","EF667481.1",136,0,1,598,581,463,480,463,598,100,"469896","Chimaera opalescens","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157384596","EF667480.1",136,0,1,598,581,463,480,463,598,100,"469896","Chimaera opalescens","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157384595","EF667479.1",136,0,1,598,581,463,480,463,598,100,"469896","Chimaera opalescens","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157384594","EF667478.1",136,0,1,598,581,463,480,463,598,100,"469896","Chimaera opalescens","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064684368","LC640055.1",134,0,1,510,493,377,394,377,510,98,"134990","Chimaera phantasma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768320466","KP006329.1",134,0,1,640,623,507,524,507,640,98,"134990","Chimaera phantasma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347349329","JF773762.1",134,0,1,482,465,349,366,349,482,98,"134990","Chimaera phantasma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33317223","AF447990.1",134,0,1,572,555,439,456,439,572,98,"134990","Chimaera phantasma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917172240","MT880605.1",134,1,1,643,626,510,527,510,643,98,"2779943","Chimaera sp. JHL-2020","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300676965","GU130598.1",136,0,1,590,573,455,472,455,590,100,"862825","Chimaera sp. MNHN 2007-1555","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834962532","NC_047231.1",134,0,1,2112,2095,1979,1996,1979,2112,98,"1459831","Hydrolagus affinis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374675188","JN703261.1",134,0,1,482,465,349,366,349,482,98,"1003743","Hydrolagus africanus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298110901","HM147139.1",134,0,1,638,621,505,522,505,638,98,"334987","Hydrolagus lemures","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356578591","HQ645969.1",134,0,1,139,122,6,23,6,139,98,"1111163","Hydrolagus melanophasma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018125215","NC_053831.1",134,0,1,18514,18531,18647,18630,18514,18647,98,"1266870","Hydrolagus mirabilis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC669532.1",134,0,1,512,495,379,396,379,512,98,"195309","Hydrolagus mitsukurii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33317231","AF447998.1",134,0,1,574,557,441,458,441,574,98,"195309","Hydrolagus mitsukurii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347349327","JF773760.1",134,0,1,484,467,351,368,351,484,98,"765186","Harriotta raleighana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Harriotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298110915","HM147140.1",134,0,1,642,625,509,526,509,642,98,"765186","Harriotta raleighana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Harriotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347349328","JF773761.1",134,2,2,482,465,349,366,349,482,98,"876124","Neoharriotta pinnata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Neoharriotta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768320480","KP006330.1",134,0,1,641,624,508,525,508,641,98,"195331","Rhinochimaera africana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Rhinochimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33317250","AF448017.1",134,0,1,572,555,439,456,439,572,98,"195331","Rhinochimaera africana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Rhinochimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298110929","HM147141.1",134,0,1,22972,22955,22839,22856,22839,22972,98,"134994","Rhinochimaera pacifica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Rhinochimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33317251","AF448018.1",134,0,1,572,555,439,456,439,572,98,"134994","Rhinochimaera pacifica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Rhinochimaeridae",NA,"Rhinochimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37722027","AY147889.1",134,0,1,588,571,455,472,455,588,98,"7792","Heterodontus francisci","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Heterodontiformes","Heterodontidae",NA,"Heterodontus",NA,NA,"Heterodontoidea",NA,NA,NA,NA,NA,NA,NA
"16030050","AJ310141.1",134,0,1,641,624,508,525,508,641,98,"7792","Heterodontus francisci","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Heterodontiformes","Heterodontidae",NA,"Heterodontus",NA,NA,"Heterodontoidea",NA,NA,NA,NA,NA,NA,NA
"511773189","KC845548.1",134,0,1,644,627,511,528,511,644,98,"1213687","Heterodontus zebra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Heterodontiformes","Heterodontidae",NA,"Heterodontus",NA,NA,"Heterodontoidea",NA,NA,NA,NA,NA,NA,NA
"2064684394","LC640081.1",134,0,0,505,488,372,389,372,505,98,"27585","Chlamydoselachus anguineus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Chlamydoselachidae",NA,"Chlamydoselachus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040461043","KU159431.1",134,0,0,635,618,502,519,502,635,98,"27585","Chlamydoselachus anguineus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Chlamydoselachidae",NA,"Chlamydoselachus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554618683","AB560487.1",134,0,0,635,618,502,519,502,635,98,"27585","Chlamydoselachus anguineus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Chlamydoselachidae",NA,"Chlamydoselachus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC672459.1",134,0,0,512,495,379,396,379,512,98,"212740","Heptranchias perlo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Heptranchias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554618697","AB560488.1",134,0,0,644,627,511,528,511,644,98,"212740","Heptranchias perlo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Heptranchias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37722026","AY147888.1",134,0,0,444,427,311,328,311,444,98,"212740","Heptranchias perlo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Heptranchias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598209","KF894490.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598207","KF894489.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598205","KF894488.1",134,1,0,2568,2551,2435,2452,2435,2568,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598203","KF894487.1",134,1,0,2568,2551,2435,2452,2435,2568,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598201","KF894486.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598199","KF894485.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598197","KF894484.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598195","KF894483.1",134,1,0,2522,2505,2389,2406,2389,2522,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598193","KF894482.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598191","KF894481.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598189","KF894480.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598187","KF894479.1",134,1,0,2433,2416,2300,2317,2300,2433,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598185","KF894478.1",134,1,0,2430,2413,2297,2314,2297,2430,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598183","KF894477.1",134,1,0,2430,2413,2297,2314,2297,2430,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598181","KF894476.1",134,1,0,2522,2505,2389,2406,2389,2522,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598179","KF894475.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598177","KF894474.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598175","KF894473.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598173","KF894472.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598171","KF894471.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598169","KF894470.1",134,1,0,2430,2413,2297,2314,2297,2430,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598167","KF894469.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598165","KF894468.1",134,1,0,2568,2551,2435,2452,2435,2568,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598163","KF894467.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598161","KF894466.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598159","KF894465.1",134,1,0,2522,2505,2389,2406,2389,2522,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598157","KF894464.1",134,1,0,2612,2595,2479,2496,2479,2612,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598155","KF894463.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598153","KF894462.1",134,1,0,2612,2595,2479,2496,2479,2612,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598151","KF894461.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576598149","KF894460.1",134,1,0,2567,2550,2434,2451,2434,2567,98,"94987","Hexanchus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Hexanchiformes","Hexanchidae",NA,"Hexanchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
